city_name,date,pm10
Navi Mumbai,4/2/2011,186
Jalgaon,4/2/2011,130
Nanded,4/2/2011,77
Sangli,4/2/2011,126
Mumbai,4/2/2011,232
Dahanu,4/2/2011,106
Bhiwandi,4/2/2012,57
Thane,4/2/2012,63
Solapur,4/2/2012,125
Akola,4/2/2012,131
Jalgaon,4/2/2012,148
Nanded,4/2/2012,101
Sangli,4/2/2012,71
Nagpur,4/2/2012,71.5
Taloja,4/2/2012,117.6667
Aurangabad,4/2/2012,97
Kolhapur,4/2/2012,60
Ulhasnagar,4/2/2012,99
Mumbai,4/2/2012,92.66666
Dahanu,4/2/2012,130.5
Pune,4/2/2012,132
Raigad,4/2/2012,132
Chandrapur,4/2/2012,130.5
Mumbai Metro,4/2/2012,87.38889
Nashik,4/2/2012,126
Navi Mumbai,4/2/2012,95
Latur,4/2/2012,98
Latur,4/2/2013,114
Badlapur,4/2/2013,71
Jalgaon,4/2/2013,156
Akola,4/2/2013,148
Solapur,4/2/2013,90.5
Jalna,4/2/2013,123
Aurangabad,4/2/2013,85
Dahanu,4/2/2013,214.5
Raigad,4/2/2013,76.66666
Nagpur,4/2/2013,62.5
Mumbai Metro,4/2/2013,89.66666
Kolhapur,4/2/2013,135
Chandrapur,4/2/2013,214.5
Pune,4/2/2013,76.66666
Nashik,4/2/2013,76.5
Navi Mumbai,4/2/2013,83.5
Nanded,4/2/2013,125
Thane,4/2/2013,143
Taloja,4/2/2013,88.66666
Bhiwandi,4/2/2013,66
Dombivali,4/2/2013,80.5
Amravati,4/2/2013,134
Mumbai,4/2/2013,95
Mumbai,4/20/2010,119
Jalgaon,4/20/2010,144
Amravati,4/20/2010,124
Pune,4/20/2010,83.33334
Dahanu,4/20/2010,409
Aurangabad,4/20/2010,74
Thane,4/20/2010,50
Navi Mumbai,4/20/2010,111.3333
Mumbai Metro,4/20/2010,114.7667
Solapur,4/20/2010,95
Nagpur,4/20/2010,64.5
Nashik,4/20/2010,61.5
Chandrapur,4/20/2010,409
Latur,4/20/2010,117
Jalna,4/20/2010,66
Kolhapur,4/20/2010,123
Badlapur,4/20/2010,201
Raigad,4/20/2010,83.33334
Taloja,4/20/2010,92.5
Ulhasnagar,4/20/2011,181
Solapur,4/20/2011,98
Akola,4/20/2011,165
Kolhapur,4/20/2011,99
Navi Mumbai,4/20/2011,129.5
Mumbai,4/20/2011,158
Aurangabad,4/20/2011,76
Pune,4/20/2011,117.3333
Amravati,4/20/2011,121
Nashik,4/20/2011,103.6667
Jalgaon,4/20/2011,160
Mumbai Metro,4/20/2011,137.6429
Taloja,4/20/2011,98
Panvel,4/20/2011,321
Nagpur,4/20/2011,59
Kalyan,4/20/2011,38
Thane,4/20/2011,38
Jalna,4/20/2011,135
Nanded,4/20/2011,49
Sangli,4/20/2011,104
Raigad,4/20/2011,117.3333
Jalna,4/20/2012,103
Mumbai Metro,4/20/2012,128.75
Nagpur,4/20/2012,76
Amravati,4/20/2012,122
Navi Mumbai,4/20/2012,136
Aurangabad,4/20/2012,89
Raigad,4/20/2012,163.5
Solapur,4/20/2012,85
Latur,4/20/2012,74
Sangli,4/20/2012,76
Chandrapur,4/20/2012,109
Jalgaon,4/20/2012,135
Akola,4/20/2012,170
Mumbai,4/20/2012,140.5
Dahanu,4/20/2012,109
Thane,4/20/2012,66
Pune,4/20/2012,163.5
Nanded,4/20/2012,66
Taloja,4/20/2012,172.5
Nashik,4/20/2012,108.5
Kolhapur,4/20/2012,190
Nagpur,4/20/2013,53.5
Sangli,4/20/2013,107
Nashik,4/20/2013,107
Panvel,4/20/2013,310
Nanded,4/20/2013,77
Dahanu,4/20/2013,88.5
Aurangabad,4/20/2013,92
Chandrapur,4/20/2013,88.5
Raigad,4/20/2013,112.5
Navi Mumbai,4/20/2013,74.66666
Pune,4/20/2013,112.5
Taloja,4/20/2013,106
Thane,4/20/2013,182
Kolhapur,4/20/2013,147
Mumbai,4/20/2013,109.5
Jalgaon,4/20/2013,156
Amravati,4/20/2013,125
Mumbai Metro,4/20/2013,156.4333
Latur,4/20/2013,136
Solapur,4/20/2013,106
Mumbai,4/21/2010,131
Dahanu,4/21/2010,128
Raigad,4/21/2010,75.25
Pune,4/21/2010,75.25
Mumbai Metro,4/21/2010,98.66666
Panvel,4/21/2010,101
Kolhapur,4/21/2010,110
Sangli,4/21/2010,75
Thane,4/21/2010,48
Amravati,4/21/2010,199
Ulhasnagar,4/21/2010,120
Jalgaon,4/21/2010,166
Navi Mumbai,4/21/2010,93.33334
Nagpur,4/21/2010,103.5
Chandrapur,4/21/2010,128
Aurangabad,4/21/2010,61
Nashik,4/21/2010,62.5
Jalna,4/21/2010,50
Kolhapur,4/21/2011,64
Chandrapur,4/21/2011,150.25
Dahanu,4/21/2011,150.25
Pune,4/21/2011,96.66666
Taloja,4/21/2011,151
Sangli,4/21/2011,69
Amravati,4/21/2011,70
Mumbai,4/21/2011,164.5
Badlapur,4/21/2011,159
Nagpur,4/21/2011,38
Nanded,4/21/2011,49
Mumbai Metro,4/21/2011,127.7
Solapur,4/21/2011,78
Akola,4/21/2011,165
Aurangabad,4/21/2011,91
Nashik,4/21/2011,90.5
Thane,4/21/2011,38
Jalna,4/21/2011,126
Navi Mumbai,4/21/2011,126
Jalgaon,4/21/2011,154
Raigad,4/21/2011,96.66666
Raigad,4/21/2012,113
Amravati,4/21/2012,112
Mumbai,4/21/2012,161
Latur,4/21/2012,93
Panvel,4/21/2012,152
Kolhapur,4/21/2012,156
Thane,4/21/2012,67
Nashik,4/21/2012,94.5
Sangli,4/21/2012,67
Dahanu,4/21/2012,161
Mumbai Metro,4/21/2012,121.7333
Chandrapur,4/21/2012,161
Nagpur,4/21/2012,88.5
Akola,4/21/2012,169
Kalyan,4/21/2012,75
Jalgaon,4/21/2012,142
Aurangabad,4/21/2012,74
Pune,4/21/2012,113
Nanded,4/21/2012,63
Navi Mumbai,4/21/2012,153.6667
Solapur,4/21/2013,96
Mumbai Metro,4/21/2013,96.35714
Raigad,4/21/2013,105
Pune,4/21/2013,105
Bhiwandi,4/21/2013,67
Dombivali,4/21/2013,89
Ulhasnagar,4/21/2013,88
Navi Mumbai,4/21/2013,82.5
Taloja,4/21/2013,96
Mumbai,4/21/2013,70
Dahanu,4/21/2013,45
Thane,4/21/2013,182
Chandrapur,4/21/2013,45
Sangli,4/21/2013,59
Mumbai Metro,4/22/2010,119.1333
Nashik,4/22/2010,76
Pune,4/22/2010,89.66666
Taloja,4/22/2010,92
Kolhapur,4/22/2010,64
Nagpur,4/22/2010,71.5
Sangli,4/22/2010,105
Badlapur,4/22/2010,211
Mumbai,4/22/2010,178
Solapur,4/22/2010,70
Thane,4/22/2010,49
Dahanu,4/22/2010,161.3333
Jalna,4/22/2010,62
Aurangabad,4/22/2010,107
Navi Mumbai,4/22/2010,65.66666
Amravati,4/22/2010,101
Chandrapur,4/22/2010,161.3333
Raigad,4/22/2010,89.66666
Jalgaon,4/22/2010,160
Kolhapur,4/22/2011,112
Nanded,4/22/2011,75
Sangli,4/22/2011,61
Raigad,4/22/2011,105.5
Solapur,4/22/2011,126
Pune,4/22/2011,105.5
Nagpur,4/22/2011,58
Nashik,4/22/2011,82
Jalna,4/22/2011,65
Jalgaon,4/22/2011,124
Latur,4/22/2011,58
Navi Mumbai,4/22/2011,111
Amravati,4/22/2011,145
Thane,4/22/2011,40
Mumbai,4/22/2011,154.5
Akola,4/22/2011,173
Mumbai Metro,4/22/2011,106.625
Taloja,4/22/2011,121
Chandrapur,4/22/2012,158
Thane,4/22/2012,52
Akola,4/22/2012,172
Navi Mumbai,4/22/2012,142
Raigad,4/22/2012,121
Mumbai,4/22/2012,149
Pune,4/22/2012,121
Mumbai Metro,4/22/2012,92.33334
Ulhasnagar,4/22/2012,74
Dahanu,4/22/2012,158
Sangli,4/22/2012,72
Bhiwandi,4/22/2012,66
Kalyan,4/22/2012,71
Solapur,4/22/2013,98.5
Mumbai,4/22/2013,79
Ambernath,4/22/2013,89
Dahanu,4/22/2013,171
Aurangabad,4/22/2013,85
Ulhasnagar,4/22/2013,71
Nashik,4/22/2013,93.5
Mumbai Metro,4/22/2013,106.5714
Chandrapur,4/22/2013,171
Pune,4/22/2013,92
Raigad,4/22/2013,92
Jalgaon,4/22/2013,163
Taloja,4/22/2013,186
Amravati,4/22/2013,73
Bhiwandi,4/22/2013,67
Nagpur,4/22/2013,72
Sangli,4/22/2013,64
Navi Mumbai,4/22/2013,110
Latur,4/22/2013,49
Thane,4/22/2013,144
Nanded,4/22/2013,127
Kolhapur,4/22/2013,69
Kolhapur,4/23/2010,135
Solapur,4/23/2010,77
Nagpur,4/23/2010,79.5
Raigad,4/23/2010,137
Taloja,4/23/2010,68.5
Dahanu,4/23/2010,78
Amravati,4/23/2010,131
Navi Mumbai,4/23/2010,121.6667
Jalna,4/23/2010,60
Jalgaon,4/23/2010,139
Nashik,4/23/2010,115.5
Aurangabad,4/23/2010,92
Chandrapur,4/23/2010,78
Mumbai,4/23/2010,199
Thane,4/23/2010,48
Sangli,4/23/2010,62
Latur,4/23/2010,127
Mumbai Metro,4/23/2010,109.2917
Pune,4/23/2010,137
Navi Mumbai,4/23/2011,135
Sangli,4/23/2011,77
Pune,4/23/2011,176
Dahanu,4/23/2011,77.66666
Nashik,4/23/2011,109
Thane,4/23/2011,40
Taloja,4/23/2011,99
Nanded,4/23/2011,77
Nagpur,4/23/2011,49
Mumbai Metro,4/23/2011,110.8
Solapur,4/23/2011,99
Kolhapur,4/23/2011,99
Raigad,4/23/2011,176
Chandrapur,4/23/2011,77.66666
Amravati,4/23/2011,93
Jalgaon,4/23/2011,120
Mumbai,4/23/2011,137
Panvel,4/23/2011,143
Akola,4/23/2011,174
Nashik,4/23/2012,84
Akola,4/23/2012,119
Nanded,4/23/2012,105
Raigad,4/23/2012,88.66666
Sangli,4/23/2012,71
Nagpur,4/23/2012,50.5
Solapur,4/23/2012,114.5
Kolhapur,4/23/2012,62
Taloja,4/23/2012,170
Chandrapur,4/23/2012,364
Navi Mumbai,4/23/2012,73
Dahanu,4/23/2012,364
Bhiwandi,4/23/2012,60
Jalgaon,4/23/2012,148
Ulhasnagar,4/23/2012,177
Mumbai Metro,4/23/2012,103.25
Latur,4/23/2012,76
Pune,4/23/2012,88.66666
Mumbai,4/23/2012,81.5
Aurangabad,4/23/2012,85
Amravati,4/23/2012,98
Thane,4/23/2012,58
Latur,4/23/2013,57
Jalgaon,4/23/2013,168
Aurangabad,4/23/2013,76
Taloja,4/23/2013,96.33334
Jalna,4/23/2013,119
Mumbai Metro,4/23/2013,98.63889
Chandrapur,4/23/2013,209.5
Nanded,4/23/2013,127
Dahanu,4/23/2013,209.5
Solapur,4/23/2013,93
Raigad,4/23/2013,94.66666
Dombivali,4/23/2013,87
Thane,4/23/2013,148
Nagpur,4/23/2013,63
Badlapur,4/23/2013,85
Pune,4/23/2013,94.66666
Navi Mumbai,4/23/2013,65
Amravati,4/23/2013,138
Nashik,4/23/2013,101.5
Mumbai,4/23/2013,110.5
Kolhapur,4/23/2013,181
Aurangabad,4/24/2010,95
Panvel,4/24/2010,106
Dahanu,4/24/2010,190.25
Mumbai Metro,4/24/2010,109.8333
Kolhapur,4/24/2010,127
Navi Mumbai,4/24/2010,145.3333
Thane,4/24/2010,48
Amravati,4/24/2010,187
Nagpur,4/24/2010,79.5
Pune,4/24/2010,95
Mumbai,4/24/2010,140
Jalgaon,4/24/2010,148
Chandrapur,4/24/2010,190.25
Raigad,4/24/2010,95
Sangli,4/24/2010,96
Latur,4/24/2010,90
Nashik,4/24/2010,70.5
Raigad,4/24/2011,124
Thane,4/24/2011,36
Chandrapur,4/24/2011,125
Mumbai Metro,4/24/2011,105.6667
Ulhasnagar,4/24/2011,212
Solapur,4/24/2011,72
Taloja,4/24/2011,72
Sangli,4/24/2011,79
Navi Mumbai,4/24/2011,109
Pune,4/24/2011,124
Latur,4/24/2011,68
Dahanu,4/24/2011,125
Mumbai,4/24/2011,134
Bhiwandi,4/24/2011,71
Kolhapur,4/24/2012,187
Nashik,4/24/2012,87
Pune,4/24/2012,95
Akola,4/24/2012,123
Bhiwandi,4/24/2012,69
Jalna,4/24/2012,96
Amravati,4/24/2012,114
Nagpur,4/24/2012,65
Navi Mumbai,4/24/2012,97.33334
Mumbai Metro,4/24/2012,94.94444
Mumbai,4/24/2012,96
Solapur,4/24/2012,93
Dahanu,4/24/2012,151.5
Thane,4/24/2012,53
Jalgaon,4/24/2012,152
Aurangabad,4/24/2012,83
Raigad,4/24/2012,95
Nanded,4/24/2012,106
Chandrapur,4/24/2012,151.5
Latur,4/24/2012,270
Taloja,4/24/2012,100.3333
Badlapur,4/24/2012,154
Mumbai Metro,4/24/2013,109.381
Raigad,4/24/2013,87.33334
Nanded,4/24/2013,49
Navi Mumbai,4/24/2013,125.6667
Nashik,4/24/2013,115
Thane,4/24/2013,169
Dahanu,4/24/2013,252
Mumbai,4/24/2013,103.5
Solapur,4/24/2013,92
Latur,4/24/2013,81
Jalna,4/24/2013,233
Aurangabad,4/24/2013,78
Sangli,4/24/2013,122
Amravati,4/24/2013,136
Chandrapur,4/24/2013,252
Bhiwandi,4/24/2013,68
Ulhasnagar,4/24/2013,84.5
Panvel,4/24/2013,123
Kolhapur,4/24/2013,135
Jalgaon,4/24/2013,176
Nagpur,4/24/2013,52
Taloja,4/24/2013,92
Pune,4/24/2013,87.33334
Pune,4/25/2010,136
Raigad,4/25/2010,136
Ulhasnagar,4/25/2010,105
Navi Mumbai,4/25/2010,161.5
Sangli,4/25/2010,98
Mumbai Metro,4/25/2010,140.8333
Mumbai,4/25/2010,156
Latur,4/25/2011,79
Nashik,4/25/2011,109.5
Bhiwandi,4/25/2011,89
Akola,4/25/2011,131
Dahanu,4/25/2011,63
Raigad,4/25/2011,96.66666
Amravati,4/25/2011,103
Chandrapur,4/25/2011,63
Nanded,4/25/2011,136
Ulhasnagar,4/25/2011,183
Taloja,4/25/2011,108.3333
Jalgaon,4/25/2011,127
Aurangabad,4/25/2011,95
Navi Mumbai,4/25/2011,162.5
Solapur,4/25/2011,93
Mumbai,4/25/2011,189
Nagpur,4/25/2011,71
Sangli,4/25/2011,74
Kolhapur,4/25/2011,65
Pune,4/25/2011,96.66666
Mumbai Metro,4/25/2011,146.3667
Bhiwandi,4/25/2012,68
Navi Mumbai,4/25/2012,101
Jalgaon,4/25/2012,160
Panvel,4/25/2012,99
Nashik,4/25/2012,121
Akola,4/25/2012,153
Pune,4/25/2012,100.5
Mumbai Metro,4/25/2012,97.8
Sangli,4/25/2012,108
Kolhapur,4/25/2012,157
Dahanu,4/25/2012,92
Nanded,4/25/2012,36
Mumbai,4/25/2012,112.5
Aurangabad,4/25/2012,78
Chandrapur,4/25/2012,92
Nagpur,4/25/2012,68
Raigad,4/25/2012,100.5
Jalna,4/25/2012,94
Ulhasnagar,4/25/2012,108.5
Amravati,4/25/2012,134
Latur,4/25/2012,215
Ambernath,4/25/2013,89
Mumbai Metro,4/25/2013,94.30556
Nanded,4/25/2013,51
Jalna,4/25/2013,95
Aurangabad,4/25/2013,75
Latur,4/25/2013,81
Kolhapur,4/25/2013,72
Mumbai,4/25/2013,118
Jalgaon,4/25/2013,178
Nashik,4/25/2013,100.5
Amravati,4/25/2013,105
Navi Mumbai,4/25/2013,136.5
Sangli,4/25/2013,64
Solapur,4/25/2013,89
Chandrapur,4/25/2013,212.3333
Raigad,4/25/2013,105
Bhiwandi,4/25/2013,67
Nagpur,4/25/2013,54.5
Pune,4/25/2013,105
Badlapur,4/25/2013,54
Taloja,4/25/2013,101.3333
Dahanu,4/25/2013,212.3333
Nashik,4/26/2010,65
Thane,4/26/2010,49
Dahanu,4/26/2010,281
Jalgaon,4/26/2010,147
Kolhapur,4/26/2010,63
Pune,4/26/2010,92.33334
Mumbai Metro,4/26/2010,112.2333
Chandrapur,4/26/2010,281
Aurangabad,4/26/2010,72
Nagpur,4/26/2010,102.5
Amravati,4/26/2010,94
Ulhasnagar,4/26/2010,107
Solapur,4/26/2010,78
Mumbai,4/26/2010,208
Navi Mumbai,4/26/2010,97.66666
Latur,4/26/2010,73
Sangli,4/26/2010,53
Taloja,4/26/2010,99.5
Raigad,4/26/2010,92.33334
Latur,4/26/2011,160
Amravati,4/26/2011,135
Mumbai,4/26/2011,162.5
Dahanu,4/26/2011,213.3333
Nagpur,4/26/2011,66.5
Jalgaon,4/26/2011,131
Nanded,4/26/2011,135
Akola,4/26/2011,131
Chandrapur,4/26/2011,213.3333
Thane,4/26/2011,36
Navi Mumbai,4/26/2011,87.5
Pune,4/26/2011,110.6667
Aurangabad,4/26/2011,112.5
Jalna,4/26/2011,133
Mumbai Metro,4/26/2011,107
Kolhapur,4/26/2011,117
Raigad,4/26/2011,110.6667
Taloja,4/26/2011,101
Solapur,4/26/2011,117
Kalyan,4/26/2011,85
Badlapur,4/26/2011,170
Nashik,4/26/2011,131.3333
Navi Mumbai,4/26/2012,127.3333
Sangli,4/26/2012,74
Chandrapur,4/26/2012,170.6667
Solapur,4/26/2012,104.5
Nanded,4/26/2012,36
Thane,4/26/2012,56
Dahanu,4/26/2012,170.6667
Mumbai Metro,4/26/2012,104.6667
Nashik,4/26/2012,112
Jalgaon,4/26/2012,162
Taloja,4/26/2012,123.3333
Nagpur,4/26/2012,73
Aurangabad,4/26/2012,101
Raigad,4/26/2012,139.6667
Pune,4/26/2012,139.6667
Latur,4/26/2012,107
Amravati,4/26/2012,91
Mumbai,4/26/2012,112
Kolhapur,4/26/2012,62
Jalna,4/26/2012,166
Akola,4/26/2012,156
Taloja,4/26/2013,97.33334
Raigad,4/26/2013,88
Dahanu,4/26/2013,424
Kolhapur,4/26/2013,176
Pune,4/26/2013,88
Jalgaon,4/26/2013,160
Navi Mumbai,4/26/2013,72
Dombivali,4/26/2013,92
Mumbai,4/26/2013,149
Nagpur,4/26/2013,49
Chandrapur,4/26/2013,424
Jalna,4/26/2013,99
Nanded,4/26/2013,78
Sangli,4/26/2013,48
Mumbai Metro,4/26/2013,107.3889
Amravati,4/26/2013,132
Latur,4/26/2013,44
Aurangabad,4/26/2013,103
Kalyan,4/26/2013,66
Nashik,4/26/2013,86
Thane,4/26/2013,168
Solapur,4/26/2013,83
Aurangabad,4/27/2010,73
Mumbai Metro,4/27/2010,107.9333
Amravati,4/27/2010,136
Nagpur,4/27/2010,107
Dahanu,4/27/2010,70
Thane,4/27/2010,48
Jalna,4/27/2010,102
Nashik,4/27/2010,62
Badlapur,4/27/2010,115
Jalgaon,4/27/2010,148
Chandrapur,4/27/2010,70
Solapur,4/27/2010,69
Taloja,4/27/2010,62
Latur,4/27/2010,152
Kolhapur,4/27/2010,120
Mumbai,4/27/2010,208
Navi Mumbai,4/27/2010,106.6667
Raigad,4/27/2010,94.33334
Pune,4/27/2010,94.33334
Nanded,4/27/2011,44
Chandrapur,4/27/2011,49
Thane,4/27/2011,39
Pune,4/27/2011,111.5
Sangli,4/27/2011,93
Nashik,4/27/2011,120.3333
Solapur,4/27/2011,180
Panvel,4/27/2011,152
Akola,4/27/2011,166
Nagpur,4/27/2011,80.5
Jalna,4/27/2011,146
Dahanu,4/27/2011,49
Mumbai,4/27/2011,143
Kolhapur,4/27/2011,102
Jalgaon,4/27/2011,144
Kalyan,4/27/2011,73
Ulhasnagar,4/27/2011,154
Taloja,4/27/2011,180
Navi Mumbai,4/27/2011,93.5
Raigad,4/27/2011,111.5
Aurangabad,4/27/2011,75
Mumbai Metro,4/27/2011,119.2143
Kolhapur,4/27/2012,172
Solapur,4/27/2012,129
Nashik,4/27/2012,97.5
Chandrapur,4/27/2012,28
Raigad,4/27/2012,132.5
Aurangabad,4/27/2012,110
Thane,4/27/2012,57
Navi Mumbai,4/27/2012,143.3333
Mumbai Metro,4/27/2012,126.6667
Nanded,4/27/2012,64
Jalgaon,4/27/2012,146
Mumbai,4/27/2012,176
Taloja,4/27/2012,130.3333
Amravati,4/27/2012,122
Jalna,4/27/2012,115
Pune,4/27/2012,132.5
Latur,4/27/2012,147
Sangli,4/27/2012,93
Akola,4/27/2012,174
Dahanu,4/27/2012,28
Aurangabad,4/27/2013,98
Mumbai,4/27/2013,153
Thane,4/27/2013,178
Nashik,4/27/2013,96.5
Mumbai Metro,4/27/2013,154.5
Pune,4/27/2013,129.5
Jalgaon,4/27/2013,161
Nagpur,4/27/2013,52.5
Solapur,4/27/2013,84
Raigad,4/27/2013,129.5
Chandrapur,4/27/2013,25
Nanded,4/27/2013,77
Latur,4/27/2013,48
Amravati,4/27/2013,159
Kalyan,4/27/2013,67
Taloja,4/27/2013,84
Navi Mumbai,4/27/2013,214
Panvel,4/27/2013,231
Sangli,4/27/2013,92
Kolhapur,4/27/2013,148
Dahanu,4/27/2013,25
Jalgaon,4/28/2010,154
Dahanu,4/28/2010,80
Aurangabad,4/28/2010,65
Nagpur,4/28/2010,74.5
Amravati,4/28/2010,191
Mumbai Metro,4/28/2010,94.13333
Raigad,4/28/2010,91.75
Jalna,4/28/2010,84
Thane,4/28/2010,47
Navi Mumbai,4/28/2010,116.6667
Panvel,4/28/2010,57
Latur,4/28/2010,232
Ulhasnagar,4/28/2010,107
Nashik,4/28/2010,81
Chandrapur,4/28/2010,80
Sangli,4/28/2010,94
Pune,4/28/2010,91.75
Kolhapur,4/28/2010,108
Mumbai,4/28/2010,143
Nashik,4/28/2011,112.5
Pune,4/28/2011,122
Chandrapur,4/28/2011,188.75
Sangli,4/28/2011,60
Jalgaon,4/28/2011,160
Mumbai Metro,4/28/2011,114.6
Dahanu,4/28/2011,188.75
Nagpur,4/28/2011,58
Jalna,4/28/2011,115
Nanded,4/28/2011,46
Kolhapur,4/28/2011,64
Badlapur,4/28/2011,183
Raigad,4/28/2011,122
Thane,4/28/2011,39
Amravati,4/28/2011,101
Navi Mumbai,4/28/2011,114.6667
Akola,4/28/2011,166
Aurangabad,4/28/2011,94
Mumbai,4/28/2011,106
Taloja,4/28/2011,130.3333
Solapur,4/28/2011,129
Thane,4/28/2012,59
Raigad,4/28/2012,110.5
Amravati,4/28/2012,137
Navi Mumbai,4/28/2012,124.6667
Solapur,4/28/2012,153
Nagpur,4/28/2012,121
Nashik,4/28/2012,88.5
Kolhapur,4/28/2012,143
Aurangabad,4/28/2012,104
Mumbai Metro,4/28/2012,103.2778
Sangli,4/28/2012,103
Jalgaon,4/28/2012,147
Pune,4/28/2012,110.5
Latur,4/28/2012,91
Nanded,4/28/2012,62
Taloja,4/28/2012,153
Bhiwandi,4/28/2012,66
Dahanu,4/28/2012,285
Chandrapur,4/28/2012,285
Akola,4/28/2012,177
Mumbai,4/28/2012,114
Panvel,4/28/2012,103
Taloja,4/28/2013,101
Pune,4/28/2013,135.5
Sangli,4/28/2013,64
Ulhasnagar,4/28/2013,75
Mumbai,4/28/2013,199.5
Raigad,4/28/2013,135.5
Chandrapur,4/28/2013,95.5
Thane,4/28/2013,166
Mumbai Metro,4/28/2013,118.8333
Dahanu,4/28/2013,95.5
Navi Mumbai,4/28/2013,112.5
Dombivali,4/28/2013,59
Solapur,4/28/2013,101
Jalna,4/29/2010,57
Nashik,4/29/2010,82
Solapur,4/29/2010,95
Nagpur,4/29/2010,157
Raigad,4/29/2010,85
Thane,4/29/2010,47
Chandrapur,4/29/2010,57
Jalgaon,4/29/2010,156
Aurangabad,4/29/2010,65
Kolhapur,4/29/2010,62
Amravati,4/29/2010,73
Navi Mumbai,4/29/2010,26
Mumbai Metro,4/29/2010,76.5
Dahanu,4/29/2010,57
Pune,4/29/2010,85
Sangli,4/29/2010,91
Taloja,4/29/2010,92
Badlapur,4/29/2010,141
Navi Mumbai,4/29/2011,66
Raigad,4/29/2011,100.5
Thane,4/29/2011,37
Solapur,4/29/2011,152
Sangli,4/29/2011,69
Pune,4/29/2011,100.5
Nashik,4/29/2011,121.5
Nanded,4/29/2011,79
Aurangabad,4/29/2011,111
Akola,4/29/2011,175
Amravati,4/29/2011,138
Mumbai,4/29/2011,115.5
Jalgaon,4/29/2011,126
Taloja,4/29/2011,137
Dahanu,4/29/2011,77
Chandrapur,4/29/2011,77
Nagpur,4/29/2011,95
Jalna,4/29/2011,145
Mumbai Metro,4/29/2011,88.875
Latur,4/29/2011,107
Kolhapur,4/29/2011,119
Pune,4/29/2012,94.5
Sangli,4/29/2012,64
Taloja,4/29/2012,145
Mumbai,4/29/2012,125
Raigad,4/29/2012,94.5
Badlapur,4/29/2012,144
Bhiwandi,4/29/2012,59
Ulhasnagar,4/29/2012,84
Solapur,4/29/2012,145
Navi Mumbai,4/29/2012,96.5
Mumbai Metro,4/29/2012,108.9167
Jalgaon,4/29/2013,171
Solapur,4/29/2013,94.5
Ulhasnagar,4/29/2013,47
Latur,4/29/2013,123
Bhiwandi,4/29/2013,68
Raigad,4/29/2013,100
Kolhapur,4/29/2013,68
Amravati,4/29/2013,98
Mumbai Metro,4/29/2013,83.40476
Nanded,4/29/2013,125
Mumbai,4/29/2013,78
Pune,4/29/2013,100
Aurangabad,4/29/2013,79
Thane,4/29/2013,145
Navi Mumbai,4/29/2013,87.33334
Sangli,4/29/2013,52
Nagpur,4/29/2013,97
Taloja,4/29/2013,94.5
Ambernath,4/29/2013,64
Nashik,4/29/2013,112.5
Panvel,4/3/2010,68
Jalgaon,4/3/2010,107
Pune,4/3/2010,108.5
Dahanu,4/3/2010,374
Thane,4/3/2010,48
Navi Mumbai,4/3/2010,131
Nagpur,4/3/2010,135.5
Sangli,4/3/2010,118
Mumbai Metro,4/3/2010,99.5
Raigad,4/3/2010,108.5
Aurangabad,4/3/2010,75
Latur,4/3/2010,104
Chandrapur,4/3/2010,374
Nashik,4/3/2010,83
Kolhapur,4/3/2010,101
Mumbai,4/3/2010,151
Amravati,4/3/2010,183
Raigad,4/3/2011,131
Dahanu,4/3/2011,178
Chandrapur,4/3/2011,178
Mumbai Metro,4/3/2011,120.5833
Navi Mumbai,4/3/2011,143.5
Ulhasnagar,4/3/2011,195
Thane,4/3/2011,40
Sangli,4/3/2011,62
Taloja,4/3/2011,136
Mumbai,4/3/2011,149
Pune,4/3/2011,131
Solapur,4/3/2011,136
Bhiwandi,4/3/2011,60
Aurangabad,4/3/2011,101
Badlapur,4/3/2012,123
Taloja,4/3/2012,126.3333
Dahanu,4/3/2012,174
Mumbai Metro,4/3/2012,100.1945
Latur,4/3/2012,109
Kolhapur,4/3/2012,172
Chandrapur,4/3/2012,174
Pune,4/3/2012,106
Amravati,4/3/2012,132
Navi Mumbai,4/3/2012,114.3333
Akola,4/3/2012,131
Nanded,4/3/2012,105
Jalna,4/3/2012,125
Mumbai,4/3/2012,118.5
Bhiwandi,4/3/2012,66
Jalgaon,4/3/2012,142
Thane,4/3/2012,53
Solapur,4/3/2012,112.5
Nashik,4/3/2012,165
Raigad,4/3/2012,106
Aurangabad,4/3/2012,92
Solapur,4/3/2013,94
Jalgaon,4/3/2013,179
Sangli,4/3/2013,110
Taloja,4/3/2013,94
Navi Mumbai,4/3/2013,103.6667
Kolhapur,4/3/2013,116
Aurangabad,4/3/2013,80
Chandrapur,4/3/2013,168.5
Jalna,4/3/2013,106
Thane,4/3/2013,172
Dahanu,4/3/2013,168.5
Amravati,4/3/2013,135
Akola,4/3/2013,157
Ulhasnagar,4/3/2013,71
Mumbai Metro,4/3/2013,148.1667
Nanded,4/3/2013,49
Panvel,4/3/2013,429
Nashik,4/3/2013,94.5
Latur,4/3/2013,166
Bhiwandi,4/3/2013,66
Mumbai,4/3/2013,101.5
Raigad,4/3/2013,110.3333
Nagpur,4/3/2013,142.5
Pune,4/3/2013,110.3333
Amravati,4/30/2010,112
Raigad,4/30/2010,91
Navi Mumbai,4/30/2010,72.5
Jalgaon,4/30/2010,135
Nashik,4/30/2010,95
Latur,4/30/2010,66
